-0.4292895496,-0.5
-0.2850181758,-0.5
-0.188934654,-0.5
-0.06862783432,-0.5
0.09982705116,-0.5
0.1741704941,-0.5
0.3476067781,-0.5
0.5,-0.4440466166
0.5,-0.2922250032
0.5,-0.1903524399
0.5,-0.08042109013
0.5,0.0004041194916
0.5,0.07461845875
0.5,0.1496562958
0.5,0.2860606909
0.5,0.4356924295
0.4848465919,0.5
0.3774056435,0.5
0.1999359131,0.5
0.02959227562,0.5
-0.1045205593,0.5
-0.2087635994,0.5
-0.3145446777,0.5
-0.4329004288,0.5
-0.5,0.4531960487
-0.5,0.3060851097
-0.5,0.1810276508
-0.5,0.03582429886
-0.5,-0.0664896965
-0.5,-0.1590671539
-0.5,-0.3232266903
-0.5,-0.5
